Date,Province,Daily_Case,Daily_Death,Daily_Recovered,Active_Case,Cumulative_Case,Cumulative_Recovered,Cumulative_Death,Cumulative_Active_Case
24/03/2021,KALIMANTAN BARAT,42,0,69,-27,5647,4967,32,648
25/03/2021,KALIMANTAN BARAT,32,0,43,-11,5679,5010,32,637
26/03/2021,KALIMANTAN BARAT,54,0,49,5,5733,5059,32,642
27/03/2021,KALIMANTAN BARAT,66,0,51,15,5799,5110,32,657
28/03/2021,KALIMANTAN BARAT,10,0,63,-53,5809,5173,32,604
29/03/2021,KALIMANTAN BARAT,0,0,0,0,5809,5173,32,604
30/03/2021,KALIMANTAN BARAT,40,0,57,-17,5849,5230,32,587
31/03/2021,KALIMANTAN BARAT,53,0,62,-9,5902,5292,32,578
01/04/2021,KALIMANTAN BARAT,39,0,46,-7,5941,5338,32,571
02/04/2021,KALIMANTAN BARAT,53,0,55,-2,5994,5393,32,569
03/04/2021,KALIMANTAN BARAT,49,0,67,-18,6043,5460,32,551
04/04/2021,KALIMANTAN BARAT,48,0,50,-2,6091,5510,32,549
05/04/2021,KALIMANTAN BARAT,0,0,0,0,6091,5510,32,549
06/04/2021,KALIMANTAN BARAT,36,0,47,-11,6127,5557,32,538
07/04/2021,KALIMANTAN BARAT,40,0,55,-15,6167,5612,32,523
08/04/2021,KALIMANTAN BARAT,44,0,51,-7,6211,5663,32,516
09/04/2021,KALIMANTAN BARAT,77,0,44,33,6288,5707,32,549
10/04/2021,KALIMANTAN BARAT,73,0,45,28,6361,5752,32,577
11/04/2021,KALIMANTAN BARAT,52,0,43,9,6413,5795,32,586
12/04/2021,KALIMANTAN BARAT,0,0,0,0,6413,5795,32,586
13/04/2021,KALIMANTAN BARAT,80,0,49,31,6493,5844,32,617
14/04/2021,KALIMANTAN BARAT,92,1,56,35,6585,5900,33,652
15/04/2021,KALIMANTAN BARAT,88,0,51,37,6673,5951,33,689
16/04/2021,KALIMANTAN BARAT,98,0,45,53,6771,5996,33,742
17/04/2021,KALIMANTAN BARAT,97,2,46,49,6868,6042,35,791
18/04/2021,KALIMANTAN BARAT,78,0,42,36,6946,6084,35,827
19/04/2021,KALIMANTAN BARAT,0,0,0,0,6946,6084,35,827
20/04/2021,KALIMANTAN BARAT,77,0,59,18,7023,6143,35,845
21/04/2021,KALIMANTAN BARAT,98,3,60,35,7121,6203,38,880
22/04/2021,KALIMANTAN BARAT,99,2,50,47,7220,6253,40,927
23/04/2021,KALIMANTAN BARAT,92,0,61,31,7312,6314,40,958
24/04/2021,KALIMANTAN BARAT,96,0,76,20,7408,6390,40,978
25/04/2021,KALIMANTAN BARAT,39,0,80,-41,7447,6470,40,937
26/04/2021,KALIMANTAN BARAT,0,1,0,-1,7447,6470,41,936
27/04/2021,KALIMANTAN BARAT,56,0,77,-21,7503,6547,41,915
28/04/2021,KALIMANTAN BARAT,63,0,59,4,7566,6606,41,919
29/04/2021,KALIMANTAN BARAT,99,1,83,15,7665,6689,42,934
30/04/2021,KALIMANTAN BARAT,73,0,70,3,7738,6759,42,937
01/05/2021,KALIMANTAN BARAT,98,0,68,30,7836,6827,42,967
02/05/2021,KALIMANTAN BARAT,95,1,73,21,7931,6900,43,988
03/05/2021,KALIMANTAN BARAT,0,1,0,-1,7931,6900,44,987
04/05/2021,KALIMANTAN BARAT,117,0,99,18,8048,6999,44,1005
05/05/2021,KALIMANTAN BARAT,116,4,100,12,8164,7099,48,1017
06/05/2021,KALIMANTAN BARAT,120,5,89,26,8284,7188,53,1043
07/05/2021,KALIMANTAN BARAT,133,0,95,38,8417,7283,53,1081
08/05/2021,KALIMANTAN BARAT,74,0,49,25,8491,7332,53,1106
09/05/2021,KALIMANTAN BARAT,124,2,121,1,8615,7453,55,1107
10/05/2021,KALIMANTAN BARAT,65,2,87,-24,8680,7540,57,1083
11/05/2021,KALIMANTAN BARAT,88,0,119,-31,8768,7659,57,1052
12/05/2021,KALIMANTAN BARAT,138,3,62,73,8906,7721,60,1125
13/05/2021,KALIMANTAN BARAT,103,3,245,-145,9009,7966,63,980
14/05/2021,KALIMANTAN BARAT,107,1,157,-51,9116,8123,64,929
15/05/2021,KALIMANTAN BARAT,67,0,174,-107,9183,8297,64,822
16/05/2021,KALIMANTAN BARAT,97,1,17,79,9280,8314,65,901
17/05/2021,KALIMANTAN BARAT,72,3,161,-92,9352,8475,68,809
18/05/2021,KALIMANTAN BARAT,133,1,75,57,9485,8550,69,866
19/05/2021,KALIMANTAN BARAT,117,0,214,-97,9602,8764,69,769
20/05/2021,KALIMANTAN BARAT,128,0,42,86,9730,8806,69,855
21/05/2021,KALIMANTAN BARAT,117,0,162,-45,9847,8968,69,810
22/05/2021,KALIMANTAN BARAT,84,8,64,12,9931,9032,77,822
23/05/2021,KALIMANTAN BARAT,118,2,109,7,10049,9141,79,829
24/05/2021,KALIMANTAN BARAT,83,1,98,-16,10132,9239,80,813
25/05/2021,KALIMANTAN BARAT,114,0,37,77,10246,9276,80,890
26/05/2021,KALIMANTAN BARAT,121,3,100,18,10367,9376,83,908
27/05/2021,KALIMANTAN BARAT,119,1,40,78,10486,9416,84,986
28/05/2021,KALIMANTAN BARAT,98,2,192,-96,10584,9608,86,890
29/05/2021,KALIMANTAN BARAT,99,1,111,-13,10683,9719,87,877
30/05/2021,KALIMANTAN BARAT,133,2,62,69,10816,9781,89,946
31/05/2021,KALIMANTAN BARAT,38,3,146,-111,10854,9927,92,835
01/06/2021,KALIMANTAN BARAT,108,0,103,5,10962,10030,92,840
02/06/2021,KALIMANTAN BARAT,105,2,164,-61,11067,10194,94,779
03/06/2021,KALIMANTAN BARAT,86,5,93,-12,11153,10287,99,767
04/06/2021,KALIMANTAN BARAT,123,2,7,114,11276,10294,101,881
05/06/2021,KALIMANTAN BARAT,124,3,270,-149,11400,10564,104,732
06/06/2021,KALIMANTAN BARAT,104,0,0,104,11504,10564,104,836
07/06/2021,KALIMANTAN BARAT,0,0,0,0,11504,10564,104,836
08/06/2021,KALIMANTAN BARAT,95,0,102,-7,11599,10666,104,829
09/06/2021,KALIMANTAN BARAT,158,0,7,151,11757,10673,104,980
10/06/2021,KALIMANTAN BARAT,149,8,124,17,11906,10797,112,997
11/06/2021,KALIMANTAN BARAT,144,0,0,144,12050,10797,112,1141
12/06/2021,KALIMANTAN BARAT,146,2,378,-234,12196,11175,114,907
13/06/2021,KALIMANTAN BARAT,136,0,0,136,12332,11175,114,1043
10/03/2020,SULAWESI TENGGARA,1,0,0,1,1,0,0,1
11/03/2020,SULAWESI TENGGARA,0,0,0,0,1,0,0,1
12/03/2020,SULAWESI TENGGARA,0,0,0,0,1,0,0,1
13/03/2020,SULAWESI TENGGARA,0,0,0,0,1,0,0,1
14/03/2020,SULAWESI TENGGARA,0,0,0,0,1,0,0,1
15/03/2020,SULAWESI TENGGARA,0,0,0,0,1,0,0,1
16/03/2020,SULAWESI TENGGARA,2,0,0,2,3,0,0,3
17/03/2020,SULAWESI TENGGARA,0,0,0,0,3,0,0,3
18/03/2020,SULAWESI TENGGARA,0,0,0,0,3,0,0,3
19/03/2020,SULAWESI TENGGARA,0,0,0,0,3,0,0,3
20/03/2020,SULAWESI TENGGARA,0,0,0,0,3,0,0,3
21/03/2020,SULAWESI TENGGARA,0,0,0,0,3,0,0,3
22/03/2020,SULAWESI TENGGARA,0,0,0,0,3,0,0,3
23/03/2020,SULAWESI TENGGARA,0,0,0,0,3,0,0,3
24/03/2020,SULAWESI TENGGARA,0,0,0,0,3,0,0,3
25/03/2020,SULAWESI TENGGARA,0,0,0,0,3,0,0,3
26/03/2020,SULAWESI TENGGARA,0,0,0,0,3,0,0,3
27/03/2020,SULAWESI TENGGARA,0,0,0,0,3,0,0,3
28/03/2020,SULAWESI TENGGARA,0,0,0,0,3,0,0,3
29/03/2020,SULAWESI TENGGARA,0,0,0,0,3,0,0,3
30/03/2020,SULAWESI TENGGARA,0,0,0,0,3,0,0,3
31/03/2020,SULAWESI TENGGARA,0,0,0,0,3,0,0,3
01/04/2020,SULAWESI TENGGARA,0,0,0,0,3,0,0,3
02/04/2020,SULAWESI TENGGARA,0,0,0,0,3,0,0,3
03/04/2020,SULAWESI TENGGARA,2,0,0,2,5,0,0,5
04/04/2020,SULAWESI TENGGARA,0,0,1,-1,5,1,0,4
05/04/2020,SULAWESI TENGGARA,0,0,0,0,5,1,0,4
06/04/2020,SULAWESI TENGGARA,1,0,0,1,6,1,0,5
07/04/2020,SULAWESI TENGGARA,0,0,0,0,6,1,0,5
08/04/2020,SULAWESI TENGGARA,4,0,0,4,10,1,0,9
09/04/2020,SULAWESI TENGGARA,5,0,0,5,15,1,0,14
10/04/2020,SULAWESI TENGGARA,0,0,0,0,15,1,0,14
11/04/2020,SULAWESI TENGGARA,1,1,0,0,16,1,1,14
12/04/2020,SULAWESI TENGGARA,0,0,0,0,16,1,1,14
13/04/2020,SULAWESI TENGGARA,0,0,0,0,16,1,1,14
14/04/2020,SULAWESI TENGGARA,0,0,0,0,16,1,1,14
15/04/2020,SULAWESI TENGGARA,8,0,3,5,24,4,1,19
16/04/2020,SULAWESI TENGGARA,3,0,0,3,27,4,1,22
17/04/2020,SULAWESI TENGGARA,0,0,0,0,27,4,1,22
18/04/2020,SULAWESI TENGGARA,0,1,0,-1,27,4,2,21
19/04/2020,SULAWESI TENGGARA,9,0,0,9,36,4,2,30
20/04/2020,SULAWESI TENGGARA,0,0,0,0,36,4,2,30
21/04/2020,SULAWESI TENGGARA,0,0,0,0,36,4,2,30
22/04/2020,SULAWESI TENGGARA,0,0,0,0,36,4,2,30
23/04/2020,SULAWESI TENGGARA,0,0,0,0,36,4,2,30
24/04/2020,SULAWESI TENGGARA,5,0,1,4,41,5,2,34
25/04/2020,SULAWESI TENGGARA,0,0,0,0,41,5,2,34
26/04/2020,SULAWESI TENGGARA,4,0,1,3,45,6,2,37
27/04/2020,SULAWESI TENGGARA,0,0,0,0,45,6,2,37
28/04/2020,SULAWESI TENGGARA,0,0,0,0,45,6,2,37
29/04/2020,SULAWESI TENGGARA,8,0,0,8,53,6,2,45
30/04/2020,SULAWESI TENGGARA,9,0,4,5,62,10,2,50
01/05/2020,SULAWESI TENGGARA,0,0,1,-1,62,11,2,49
02/05/2020,SULAWESI TENGGARA,2,0,0,2,64,11,2,51
03/05/2020,SULAWESI TENGGARA,0,1,0,-1,64,11,3,50
04/05/2020,SULAWESI TENGGARA,0,0,0,0,64,11,3,50
05/05/2020,SULAWESI TENGGARA,5,0,4,1,69,15,3,51
06/05/2020,SULAWESI TENGGARA,0,0,0,0,69,15,3,51
07/05/2020,SULAWESI TENGGARA,0,0,0,0,69,15,3,51
08/05/2020,SULAWESI TENGGARA,1,0,0,1,70,15,3,52
09/05/2020,SULAWESI TENGGARA,2,0,0,2,72,15,3,54
10/05/2020,SULAWESI TENGGARA,5,0,1,4,77,16,3,58
11/05/2020,SULAWESI TENGGARA,0,0,0,0,77,16,3,58
12/05/2020,SULAWESI TENGGARA,0,0,0,0,77,16,3,58
13/05/2020,SULAWESI TENGGARA,89,1,1,87,166,17,4,145
14/05/2020,SULAWESI TENGGARA,0,0,0,0,166,17,4,145
15/05/2020,SULAWESI TENGGARA,17,0,2,15,183,19,4,160
16/05/2020,SULAWESI TENGGARA,6,0,0,6,189,19,4,166
17/05/2020,SULAWESI TENGGARA,2,0,0,2,191,19,4,168
18/05/2020,SULAWESI TENGGARA,0,0,1,-1,191,20,4,167
19/05/2020,SULAWESI TENGGARA,11,0,5,6,202,25,4,173
20/05/2020,SULAWESI TENGGARA,0,0,0,0,202,25,4,173
21/05/2020,SULAWESI TENGGARA,0,0,0,0,202,25,4,173
22/05/2020,SULAWESI TENGGARA,9,0,5,4,211,30,4,177
23/05/2020,SULAWESI TENGGARA,4,0,21,-17,215,51,4,160
24/05/2020,SULAWESI TENGGARA,0,0,0,0,215,51,4,160
25/05/2020,SULAWESI TENGGARA,0,0,0,0,215,51,4,160
26/05/2020,SULAWESI TENGGARA,0,0,49,-49,215,100,4,111
27/05/2020,SULAWESI TENGGARA,11,0,8,3,226,108,4,114
28/05/2020,SULAWESI TENGGARA,14,0,1,13,240,109,4,127
29/05/2020,SULAWESI TENGGARA,1,0,3,-2,241,112,4,125
30/05/2020,SULAWESI TENGGARA,0,0,0,0,241,112,4,125
31/05/2020,SULAWESI TENGGARA,3,0,9,-6,244,121,4,119
01/06/2020,SULAWESI TENGGARA,0,0,0,0,244,121,4,119
02/06/2020,SULAWESI TENGGARA,0,0,3,-3,244,124,4,116
03/06/2020,SULAWESI TENGGARA,7,0,7,0,251,131,4,116
04/06/2020,SULAWESI TENGGARA,1,1,0,0,252,131,5,116
05/06/2020,SULAWESI TENGGARA,5,0,10,-5,257,141,5,111
06/06/2020,SULAWESI TENGGARA,0,0,3,-3,257,144,5,108
07/06/2020,SULAWESI TENGGARA,2,0,10,-8,259,154,5,100
08/06/2020,SULAWESI TENGGARA,0,0,1,-1,259,155,5,99
09/06/2020,SULAWESI TENGGARA,4,0,17,-13,263,172,5,86
10/06/2020,SULAWESI TENGGARA,3,0,2,1,266,174,5,87
11/06/2020,SULAWESI TENGGARA,6,0,4,2,272,178,5,89
12/06/2020,SULAWESI TENGGARA,5,0,2,3,277,180,5,92
13/06/2020,SULAWESI TENGGARA,2,0,10,-8,279,190,5,84
14/06/2020,SULAWESI TENGGARA,4,0,7,-3,283,197,5,81
15/06/2020,SULAWESI TENGGARA,3,0,2,1,286,199,5,82
16/06/2020,SULAWESI TENGGARA,5,0,4,1,291,203,5,83
17/06/2020,SULAWESI TENGGARA,1,0,0,1,292,203,5,84
18/06/2020,SULAWESI TENGGARA,34,0,0,34,326,203,5,118
19/06/2020,SULAWESI TENGGARA,3,0,1,2,329,204,5,120
20/06/2020,SULAWESI TENGGARA,3,0,10,-7,332,214,5,113
21/06/2020,SULAWESI TENGGARA,0,0,3,-3,332,217,5,110
22/06/2020,SULAWESI TENGGARA,2,0,0,2,334,217,5,112
23/06/2020,SULAWESI TENGGARA,2,0,1,1,336,218,5,113
24/06/2020,SULAWESI TENGGARA,1,0,1,0,337,219,5,113
25/06/2020,SULAWESI TENGGARA,0,0,0,0,337,219,5,113
26/06/2020,SULAWESI TENGGARA,3,0,2,1,340,221,5,114
27/06/2020,SULAWESI TENGGARA,3,1,0,2,343,221,6,116
28/06/2020,SULAWESI TENGGARA,0,0,0,0,343,221,6,116
29/06/2020,SULAWESI TENGGARA,2,0,1,1,345,222,6,117
30/06/2020,SULAWESI TENGGARA,18,0,12,6,363,234,6,123
01/07/2020,SULAWESI TENGGARA,42,0,1,41,405,235,6,164
02/07/2020,SULAWESI TENGGARA,56,1,12,43,461,247,7,207
03/07/2020,SULAWESI TENGGARA,12,0,10,2,473,257,7,209
04/07/2020,SULAWESI TENGGARA,4,0,4,0,477,261,7,209
05/07/2020,SULAWESI TENGGARA,3,1,12,-10,480,273,8,199
06/07/2020,SULAWESI TENGGARA,2,0,1,1,482,274,8,200
07/07/2020,SULAWESI TENGGARA,5,0,11,-6,487,285,8,194
08/07/2020,SULAWESI TENGGARA,7,0,2,5,494,287,8,199
09/07/2020,SULAWESI TENGGARA,6,1,3,2,500,290,9,201
10/07/2020,SULAWESI TENGGARA,7,0,22,-15,507,312,9,186
11/07/2020,SULAWESI TENGGARA,2,0,18,-16,509,330,9,170
12/07/2020,SULAWESI TENGGARA,2,0,5,-3,511,335,9,167
13/07/2020,SULAWESI TENGGARA,7,0,1,6,518,336,9,173
14/07/2020,SULAWESI TENGGARA,3,1,4,-2,521,340,10,171
15/07/2020,SULAWESI TENGGARA,10,1,4,5,531,344,11,176
16/07/2020,SULAWESI TENGGARA,9,0,2,7,540,346,11,183
17/07/2020,SULAWESI TENGGARA,14,0,15,-1,554,361,11,182
18/07/2020,SULAWESI TENGGARA,21,0,3,18,575,364,11,200
19/07/2020,SULAWESI TENGGARA,12,0,8,4,587,372,11,204
20/07/2020,SULAWESI TENGGARA,48,0,7,41,635,379,11,245
21/07/2020,SULAWESI TENGGARA,35,0,3,32,670,382,11,277
22/07/2020,SULAWESI TENGGARA,15,0,3,12,685,385,11,289
23/07/2020,SULAWESI TENGGARA,27,1,4,22,712,389,12,311
24/07/2020,SULAWESI TENGGARA,23,1,11,11,735,400,13,322
25/07/2020,SULAWESI TENGGARA,17,0,1,16,752,401,13,338
26/07/2020,SULAWESI TENGGARA,16,0,41,-25,768,442,13,313
27/07/2020,SULAWESI TENGGARA,1,0,8,-7,769,450,13,306
28/07/2020,SULAWESI TENGGARA,0,0,3,-3,769,453,13,303
29/07/2020,SULAWESI TENGGARA,7,0,2,5,776,455,13,308
30/07/2020,SULAWESI TENGGARA,6,0,7,-1,782,462,13,307
31/07/2020,SULAWESI TENGGARA,0,0,8,-8,782,470,13,299
01/08/2020,SULAWESI TENGGARA,5,0,7,-2,787,477,13,297
02/08/2020,SULAWESI TENGGARA,0,0,3,-3,787,480,13,294
03/08/2020,SULAWESI TENGGARA,2,1,47,-46,789,527,14,248
04/08/2020,SULAWESI TENGGARA,68,0,73,-5,857,600,14,243
05/08/2020,SULAWESI TENGGARA,35,2,8,25,892,608,16,268
06/08/2020,SULAWESI TENGGARA,59,0,56,3,951,664,16,271
07/08/2020,SULAWESI TENGGARA,27,0,14,13,978,678,16,284
08/08/2020,SULAWESI TENGGARA,20,1,3,16,998,681,17,300
09/08/2020,SULAWESI TENGGARA,22,0,12,10,1020,693,17,310
10/08/2020,SULAWESI TENGGARA,0,0,21,-21,1020,714,17,289
11/08/2020,SULAWESI TENGGARA,32,0,7,25,1052,721,17,314
12/08/2020,SULAWESI TENGGARA,24,1,10,13,1076,731,18,327
13/08/2020,SULAWESI TENGGARA,30,0,38,-8,1106,769,18,319
14/08/2020,SULAWESI TENGGARA,33,0,43,-10,1139,812,18,309
15/08/2020,SULAWESI TENGGARA,28,0,9,19,1167,821,18,328
16/08/2020,SULAWESI TENGGARA,35,0,8,27,1202,829,18,355
17/08/2020,SULAWESI TENGGARA,14,0,13,1,1216,842,18,356
18/08/2020,SULAWESI TENGGARA,1,0,7,-6,1217,849,18,350
19/08/2020,SULAWESI TENGGARA,0,0,0,0,1217,849,18,350
20/08/2020,SULAWESI TENGGARA,60,0,16,44,1277,865,18,394
21/08/2020,SULAWESI TENGGARA,22,1,19,2,1299,884,19,396
22/08/2020,SULAWESI TENGGARA,11,1,9,1,1310,893,20,397
23/08/2020,SULAWESI TENGGARA,13,2,7,4,1323,900,22,401
24/08/2020,SULAWESI TENGGARA,4,2,8,-6,1327,908,24,395
25/08/2020,SULAWESI TENGGARA,38,0,13,25,1365,921,24,420
26/08/2020,SULAWESI TENGGARA,37,0,24,13,1402,945,24,433
27/08/2020,SULAWESI TENGGARA,48,1,45,2,1450,990,25,435
28/08/2020,SULAWESI TENGGARA,49,1,17,31,1499,1007,26,466
29/08/2020,SULAWESI TENGGARA,38,0,0,38,1537,1007,26,504
30/08/2020,SULAWESI TENGGARA,27,2,41,-16,1564,1048,28,488
31/08/2020,SULAWESI TENGGARA,2,2,23,-23,1566,1071,30,465
01/09/2020,SULAWESI TENGGARA,42,1,15,26,1608,1086,31,491
02/09/2020,SULAWESI TENGGARA,15,1,5,9,1623,1091,32,500
03/09/2020,SULAWESI TENGGARA,6,3,8,-5,1629,1099,35,495
04/09/2020,SULAWESI TENGGARA,28,0,8,20,1657,1107,35,515
05/09/2020,SULAWESI TENGGARA,19,1,9,9,1676,1116,36,524
06/09/2020,SULAWESI TENGGARA,29,1,3,25,1705,1119,37,549
07/09/2020,SULAWESI TENGGARA,0,0,51,-51,1705,1170,37,498
08/09/2020,SULAWESI TENGGARA,11,1,23,-13,1716,1193,38,485
09/09/2020,SULAWESI TENGGARA,24,1,29,-6,1740,1222,39,479
10/09/2020,SULAWESI TENGGARA,26,2,11,13,1766,1233,41,492
11/09/2020,SULAWESI TENGGARA,33,0,33,0,1799,1266,41,492
12/09/2020,SULAWESI TENGGARA,33,1,10,22,1832,1276,42,514
13/09/2020,SULAWESI TENGGARA,36,0,25,11,1868,1301,42,525
14/09/2020,SULAWESI TENGGARA,22,0,11,11,1890,1312,42,536
15/09/2020,SULAWESI TENGGARA,58,0,16,42,1948,1328,42,578
16/09/2020,SULAWESI TENGGARA,59,2,9,48,2007,1337,44,626
17/09/2020,SULAWESI TENGGARA,35,2,11,22,2042,1348,46,648
18/09/2020,SULAWESI TENGGARA,17,0,15,2,2059,1363,46,650
19/09/2020,SULAWESI TENGGARA,53,0,7,46,2112,1370,46,696
20/09/2020,SULAWESI TENGGARA,71,1,0,70,2183,1370,47,766
21/09/2020,SULAWESI TENGGARA,36,1,44,-9,2219,1414,48,757
22/09/2020,SULAWESI TENGGARA,42,2,105,-65,2261,1519,50,692
23/09/2020,SULAWESI TENGGARA,90,1,119,-30,2351,1638,51,662
24/09/2020,SULAWESI TENGGARA,71,1,76,-6,2422,1714,52,656
25/09/2020,SULAWESI TENGGARA,79,1,29,49,2501,1743,53,705
26/09/2020,SULAWESI TENGGARA,175,0,58,117,2676,1801,53,822
27/09/2020,SULAWESI TENGGARA,84,2,0,82,2760,1801,55,904
28/09/2020,SULAWESI TENGGARA,19,3,42,-26,2779,1843,58,878
29/09/2020,SULAWESI TENGGARA,36,2,61,-27,2815,1904,60,851
30/09/2020,SULAWESI TENGGARA,41,0,14,27,2856,1918,60,878
01/10/2020,SULAWESI TENGGARA,46,1,18,27,2902,1936,61,905
02/10/2020,SULAWESI TENGGARA,79,0,47,32,2981,1983,61,937
03/10/2020,SULAWESI TENGGARA,45,0,7,38,3026,1990,61,975
04/10/2020,SULAWESI TENGGARA,36,1,22,13,3062,2012,62,988
05/10/2020,SULAWESI TENGGARA,3,1,63,-61,3065,2075,63,927
06/10/2020,SULAWESI TENGGARA,95,0,57,38,3160,2132,63,965
07/10/2020,SULAWESI TENGGARA,96,1,47,48,3256,2179,64,1013
08/10/2020,SULAWESI TENGGARA,100,0,34,66,3356,2213,64,1079
09/10/2020,SULAWESI TENGGARA,63,1,71,-9,3419,2284,65,1070
10/10/2020,SULAWESI TENGGARA,58,0,56,2,3477,2340,65,1072
11/10/2020,SULAWESI TENGGARA,91,1,6,84,3568,2346,66,1156
12/10/2020,SULAWESI TENGGARA,59,0,27,32,3627,2373,66,1188
13/10/2020,SULAWESI TENGGARA,108,0,18,90,3735,2391,66,1278
14/10/2020,SULAWESI TENGGARA,65,1,46,18,3800,2437,67,1296
15/10/2020,SULAWESI TENGGARA,102,2,33,67,3902,2470,69,1363
16/10/2020,SULAWESI TENGGARA,48,2,35,11,3950,2505,71,1374
17/10/2020,SULAWESI TENGGARA,73,0,10,63,4023,2515,71,1437
18/10/2020,SULAWESI TENGGARA,213,2,51,160,4236,2566,73,1597
19/10/2020,SULAWESI TENGGARA,39,0,109,-70,4275,2675,73,1527
20/10/2020,SULAWESI TENGGARA,26,0,238,-212,4301,2913,73,1315
21/10/2020,SULAWESI TENGGARA,80,0,65,15,4381,2978,73,1330
22/10/2020,SULAWESI TENGGARA,90,2,100,-12,4471,3078,75,1318
23/10/2020,SULAWESI TENGGARA,77,1,74,2,4548,3152,76,1320
24/10/2020,SULAWESI TENGGARA,72,1,104,-33,4620,3256,77,1287
25/10/2020,SULAWESI TENGGARA,43,2,72,-31,4663,3328,79,1256
26/10/2020,SULAWESI TENGGARA,10,0,63,-53,4673,3391,79,1203
27/10/2020,SULAWESI TENGGARA,40,1,56,-17,4713,3447,80,1186
28/10/2020,SULAWESI TENGGARA,144,0,110,34,4857,3557,80,1220
29/10/2020,SULAWESI TENGGARA,44,0,116,-72,4901,3673,80,1148
30/10/2020,SULAWESI TENGGARA,25,1,80,-56,4926,3753,81,1092
31/10/2020,SULAWESI TENGGARA,24,1,91,-68,4950,3844,82,1024
01/11/2020,SULAWESI TENGGARA,120,0,85,35,5070,3929,82,1059
02/11/2020,SULAWESI TENGGARA,3,1,85,-83,5073,4014,83,976
03/11/2020,SULAWESI TENGGARA,7,0,141,-134,5080,4155,83,842
04/11/2020,SULAWESI TENGGARA,41,2,34,5,5121,4189,85,847
05/11/2020,SULAWESI TENGGARA,42,0,49,-7,5163,4238,85,840
06/11/2020,SULAWESI TENGGARA,79,2,25,52,5242,4263,87,892
07/11/2020,SULAWESI TENGGARA,73,0,23,50,5315,4286,87,942
08/11/2020,SULAWESI TENGGARA,46,1,18,27,5361,4304,88,969
09/11/2020,SULAWESI TENGGARA,4,0,26,-22,5365,4330,88,947
10/11/2020,SULAWESI TENGGARA,92,0,9,83,5457,4339,88,1030
11/11/2020,SULAWESI TENGGARA,30,0,5,25,5487,4344,88,1055
12/11/2020,SULAWESI TENGGARA,42,0,26,16,5529,4370,88,1071
13/11/2020,SULAWESI TENGGARA,86,0,10,76,5615,4380,88,1147
14/11/2020,SULAWESI TENGGARA,58,2,5,51,5673,4385,90,1198
15/11/2020,SULAWESI TENGGARA,0,0,29,-29,5673,4414,90,1169
16/11/2020,SULAWESI TENGGARA,41,1,44,-4,5714,4458,91,1165
17/11/2020,SULAWESI TENGGARA,17,0,3,14,5731,4461,91,1179
18/11/2020,SULAWESI TENGGARA,96,0,0,96,5827,4461,91,1275
19/11/2020,SULAWESI TENGGARA,70,0,0,70,5897,4461,91,1345
20/11/2020,SULAWESI TENGGARA,76,2,0,74,5973,4461,93,1419
21/11/2020,SULAWESI TENGGARA,66,1,0,65,6039,4461,94,1484
22/11/2020,SULAWESI TENGGARA,49,1,0,48,6088,4461,95,1532
23/11/2020,SULAWESI TENGGARA,14,1,9,4,6102,4470,96,1536
24/11/2020,SULAWESI TENGGARA,65,0,18,47,6167,4488,96,1583
25/11/2020,SULAWESI TENGGARA,52,1,0,51,6219,4488,97,1634
26/11/2020,SULAWESI TENGGARA,46,0,109,-63,6265,4597,97,1571
27/11/2020,SULAWESI TENGGARA,102,5,128,-31,6367,4725,102,1540
28/11/2020,SULAWESI TENGGARA,73,0,129,-56,6440,4854,102,1484
29/11/2020,SULAWESI TENGGARA,62,3,2,57,6502,4856,105,1541
30/11/2020,SULAWESI TENGGARA,1,1,138,-138,6503,4994,106,1403
01/12/2020,SULAWESI TENGGARA,91,0,108,-17,6594,5102,106,1386
02/12/2020,SULAWESI TENGGARA,68,1,94,-27,6662,5196,107,1359
03/12/2020,SULAWESI TENGGARA,77,2,104,-29,6739,5300,109,1330
04/12/2020,SULAWESI TENGGARA,64,3,66,-5,6803,5366,112,1325
05/12/2020,SULAWESI TENGGARA,63,0,15,48,6866,5381,112,1373
06/12/2020,SULAWESI TENGGARA,58,3,27,28,6924,5408,115,1401
07/12/2020,SULAWESI TENGGARA,36,0,114,-78,6960,5522,115,1323
08/12/2020,SULAWESI TENGGARA,21,0,50,-29,6981,5572,115,1294
09/12/2020,SULAWESI TENGGARA,75,0,12,63,7056,5584,115,1357
10/12/2020,SULAWESI TENGGARA,1,0,17,-16,7057,5601,115,1341
11/12/2020,SULAWESI TENGGARA,31,0,50,-19,7088,5651,115,1322
12/12/2020,SULAWESI TENGGARA,40,1,17,22,7128,5668,116,1344
13/12/2020,SULAWESI TENGGARA,55,0,15,40,7183,5683,116,1384
14/12/2020,SULAWESI TENGGARA,2,0,51,-49,7185,5734,116,1335
15/12/2020,SULAWESI TENGGARA,57,3,30,24,7242,5764,119,1359
16/12/2020,SULAWESI TENGGARA,94,0,51,43,7336,5815,119,1402
17/12/2020,SULAWESI TENGGARA,29,1,81,-53,7365,5896,120,1349
18/12/2020,SULAWESI TENGGARA,54,1,98,-45,7419,5994,121,1304
19/12/2020,SULAWESI TENGGARA,59,1,19,39,7478,6013,122,1343
20/12/2020,SULAWESI TENGGARA,72,1,17,54,7550,6030,123,1397
21/12/2020,SULAWESI TENGGARA,6,0,65,-59,7556,6095,123,1338
